Coach,Tm,sea_w/franc_count,sea_overall_count,rs_curr_sea_G,rs_curr_sea_W,rs_curr_sea_L,rs_w/franc_G,rs_w/franc_W,rs_w/franc_L,rs_career_G,rs_career_W,rs_career_L,rs_career_W%,po_curr_sea_G,po_curr_sea_W,po_curr_sea_L,po_w/franc_G,po_w/franc_W,po_w/franc_L,po_career_G,po_career_W,po_career_L,season,team_id,coy_share,won_coy,sum_coach_playoff_games,sum_coy_shares
Doug Moe,SAS,4,4,66,33,33,312,177,135,312,177,135,0.567,0.0,0.0,0.0,22.0,9.0,13.0,22.0,9.0,13.0,1980,27,0.0,0.0,22.0,0.123
Tom Nissalke,UTA,1,9,82,24,58,82,24,58,613,284,329,0.463,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,20.0,1980,29,0.0,0.0,14.0,0.441
Del Harris,HOU,1,1,82,41,41,82,41,41,82,41,41,0.5,7.0,2.0,5.0,7.0,2.0,5.0,7.0,2.0,5.0,1980,11,0.0,0.0,0.0,0.0
Stan Albeck,CLE,1,2,82,37,45,82,37,45,153,64,89,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,6,0.0,0.0,0.0,0.0
Red Holzman,NYK,12,16,82,39,43,932,530,402,1135,613,522,0.54,0.0,0.0,0.0,95.0,54.0,41.0,103.0,58.0,45.0,1980,20,0.0,0.0,103.0,0.561
Cotton Fitzsimmons,KCK,2,9,82,47,35,164,95,69,730,359,371,0.492,3.0,1.0,2.0,8.0,2.0,6.0,14.0,4.0,10.0,1980,26,0.0,0.0,11.0,0.607
Lenny Wilkens,SEA,6,8,82,56,26,470,271,199,634,346,288,0.546,15.0,7.0,8.0,54.0,32.0,22.0,54.0,32.0,22.0,1980,21,0.03,0.0,171.0,1.821
Dick Motta,WSB,4,12,82,39,43,328,185,143,984,541,443,0.55,2.0,0.0,2.0,51.0,27.0,24.0,98.0,45.0,53.0,1980,30,0.0,0.0,96.0,0.713
Bill Fitch,BOS,1,10,82,61,21,82,61,21,820,365,455,0.445,9.0,5.0,4.0,9.0,5.0,4.0,27.0,12.0,15.0,1980,2,0.561,1.0,18.0,0.528
Paul Westhead,LAL,1,1,68,50,18,68,50,18,68,50,18,0.735,16.0,12.0,4.0,16.0,12.0,4.0,16.0,12.0,4.0,1980,14,0.0,0.0,0.0,0.0
Bob Bass,SAS,3,8,16,8,8,156,91,65,516,259,257,0.502,3.0,1.0,2.0,16.0,6.0,10.0,38.0,13.0,25.0,1980,27,0.0,0.0,0.0,0.0
Donnie Walsh,DEN,2,2,82,30,52,111,49,62,111,49,62,0.441,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,1980,8,0.0,0.0,3.0,0.0
Billy Cunningham,PHI,3,3,82,59,23,240,159,81,240,159,81,0.663,18.0,12.0,6.0,37.0,23.0,14.0,37.0,23.0,14.0,1980,71,0.015,0.0,19.0,0.0
Lenny Wilkens,SEA,6,8,82,56,26,470,271,199,634,346,288,0.546,15.0,7.0,8.0,54.0,32.0,22.0,54.0,32.0,22.0,1980,21,0.03,0.0,156.0,1.791
Gene Shue,SDC,2,14,82,35,47,164,78,86,1046,526,520,0.503,0.0,0.0,0.0,0.0,0.0,0.0,62.0,25.0,37.0,1980,13,0.0,0.0,62.0,1.203
Lenny Wilkens,SEA,6,8,82,56,26,470,271,199,634,346,288,0.546,15.0,7.0,8.0,54.0,32.0,22.0,54.0,32.0,22.0,1980,21,0.03,0.0,201.0,1.881
Jerry Sloan,CHI,1,1,82,30,52,82,30,52,82,30,52,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,5,0.0,0.0,0.0,0.0
Jack Ramsay,POR,4,12,82,38,44,328,190,138,984,522,462,0.53,3.0,1.0,2.0,31.0,18.0,13.0,70.0,32.0,38.0,1980,66,0.015,0.0,67.0,0.648
Johnny Bach,GSW,1,1,21,6,15,21,6,15,21,6,15,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,10,0.0,0.0,0.0,0.0
Jack McKinney,LAL,1,1,14,10,4,14,10,4,14,10,4,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,14,0.0,0.0,0.0,0.0
Lenny Wilkens,SEA,6,8,82,56,26,470,271,199,634,346,288,0.546,15.0,7.0,8.0,54.0,32.0,22.0,54.0,32.0,22.0,1980,21,0.03,0.0,186.0,1.851
Hubie Brown,ATL,4,6,82,50,32,328,168,160,496,272,224,0.548,5.0,1.0,4.0,16.0,6.0,10.0,41.0,23.0,18.0,1980,1,0.076,0.0,11.0,0.532
John MacLeod,PHO,7,7,82,55,27,574,292,282,574,292,282,0.509,8.0,3.0,5.0,44.0,22.0,22.0,44.0,22.0,22.0,1980,24,0.015,0.0,36.0,0.098
Kevin Loughery,NJN,7,8,82,34,48,580,285,295,611,290,321,0.475,0.0,0.0,0.0,34.0,21.0,13.0,34.0,21.0,13.0,1980,3,0.0,0.0,2.0,0.032
Scotty Robertson,CHI,1,2,26,11,15,26,11,15,41,12,29,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,5,0.0,0.0,0.0,0.0
Slick Leonard,IND,11,13,82,38,44,903,492,411,1025,536,489,0.523,0.0,0.0,0.0,116.0,69.0,47.0,116.0,69.0,47.0,1979,12,0.0,0.0,0.0,0.017
Lenny Wilkens,SEA,5,7,82,52,30,388,215,173,552,290,262,0.525,17.0,12.0,5.0,39.0,25.0,14.0,39.0,25.0,14.0,1979,21,0.083,0.0,88.0,1.459
Tom Nissalke,HOU,3,8,82,47,35,246,124,122,531,260,271,0.49,2.0,0.0,2.0,14.0,6.0,8.0,31.0,11.0,20.0,1979,11,0.0,0.0,12.0,0.441
Red Holzman,NYK,11,15,68,25,43,850,491,359,1053,574,479,0.545,0.0,0.0,0.0,95.0,54.0,41.0,103.0,58.0,45.0,1979,20,0.0,0.0,103.0,0.561
Lenny Wilkens,SEA,5,7,82,52,30,388,215,173,552,290,262,0.525,17.0,12.0,5.0,39.0,25.0,14.0,39.0,25.0,14.0,1979,21,0.083,0.0,105.0,1.542
Jack Ramsay,POR,3,11,82,45,37,246,152,94,902,484,418,0.537,3.0,1.0,2.0,28.0,17.0,11.0,67.0,31.0,36.0,1979,66,0.053,0.0,64.0,0.595
Kevin Loughery,NJN,6,7,82,37,45,498,251,247,529,256,273,0.484,2.0,0.0,2.0,34.0,21.0,13.0,34.0,21.0,13.0,1979,3,0.015,0.0,0.0,0.017
Lenny Wilkens,SEA,5,7,82,52,30,388,215,173,552,290,262,0.525,17.0,12.0,5.0,39.0,25.0,14.0,39.0,25.0,14.0,1979,21,0.083,0.0,122.0,1.625
Tom Sanders,BOS,2,2,14,2,12,62,23,39,62,23,39,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,2,0.0,0.0,0.0,0.0
Hubie Brown,ATL,3,5,82,46,36,246,118,128,414,222,192,0.536,9.0,5.0,4.0,11.0,5.0,6.0,36.0,22.0,14.0,1979,1,0.083,0.0,2.0,0.449
Larry Costello,CHI,1,10,56,20,36,56,20,36,730,430,300,0.589,0.0,0.0,0.0,0.0,0.0,0.0,60.0,37.0,23.0,1979,5,0.0,0.0,60.0,0.503
Dick Motta,WSB,3,11,82,54,28,246,146,100,902,502,400,0.557,19.0,9.0,10.0,49.0,27.0,22.0,96.0,45.0,51.0,1979,30,0.03,0.0,77.0,0.6829999999999999
Doug Moe,SAS,3,3,82,48,34,246,144,102,246,144,102,0.585,14.0,7.0,7.0,22.0,9.0,13.0,22.0,9.0,13.0,1979,27,0.0,0.0,8.0,0.123
Lenny Wilkens,SEA,5,7,82,52,30,388,215,173,552,290,262,0.525,17.0,12.0,5.0,39.0,25.0,14.0,39.0,25.0,14.0,1979,21,0.083,0.0,139.0,1.708
Al Attles,GSW,10,10,82,38,44,768,425,343,768,425,343,0.553,0.0,0.0,0.0,61.0,31.0,30.0,61.0,31.0,30.0,1979,10,0.0,0.0,61.0,0.7010000000000001
Elgin Baylor,NOJ,4,4,82,26,56,221,86,135,221,86,135,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,29,0.0,0.0,0.0,0.015
Donnie Walsh,DEN,1,1,29,19,10,29,19,10,29,19,10,0.655,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1979,8,0.0,0.0,0.0,0.0
Larry Brown,DEN,5,7,53,28,25,385,251,134,553,355,198,0.642,0.0,0.0,0.0,45.0,21.0,24.0,61.0,28.0,33.0,1979,8,0.0,0.0,19.0,0.051
John MacLeod,PHO,6,6,82,50,32,492,237,255,492,237,255,0.482,15.0,9.0,6.0,36.0,19.0,17.0,36.0,19.0,17.0,1979,24,0.0,0.0,21.0,0.098
Bill Fitch,CLE,9,9,82,30,52,738,304,434,738,304,434,0.412,0.0,0.0,0.0,18.0,7.0,11.0,18.0,7.0,11.0,1979,6,0.0,0.0,18.0,0.528
Gene Shue,SDC,1,13,82,43,39,82,43,39,964,491,473,0.509,0.0,0.0,0.0,0.0,0.0,0.0,62.0,25.0,37.0,1979,13,0.167,0.0,62.0,1.036
Don Nelson,MIL,3,3,82,38,44,228,109,119,228,109,119,0.478,0.0,0.0,0.0,9.0,5.0,4.0,9.0,5.0,4.0,1979,17,0.0,0.0,9.0,0.03
Billy Cunningham,PHI,2,2,82,47,35,158,100,58,158,100,58,0.633,9.0,5.0,4.0,19.0,11.0,8.0,19.0,11.0,8.0,1979,71,0.0,0.0,10.0,0.0
Willis Reed,NYK,2,2,14,6,8,96,49,47,96,49,47,0.51,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1979,20,0.0,0.0,6.0,0.0
Dick Vitale,DET,1,1,82,30,52,82,30,52,82,30,52,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,9,0.0,0.0,0.0,0.0
Cotton Fitzsimmons,KCK,1,8,82,48,34,82,48,34,648,312,336,0.481,5.0,1.0,4.0,5.0,1.0,4.0,11.0,3.0,8.0,1979,26,0.568,1.0,6.0,0.039
Dave Cowens,BOS,1,1,68,27,41,68,27,41,68,27,41,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,2,0.0,0.0,0.0,0.0
Jerry West,LAL,3,3,82,47,35,246,145,101,246,145,101,0.589,8.0,3.0,5.0,22.0,8.0,14.0,22.0,8.0,14.0,1979,14,0.0,0.0,14.0,0.356
Slick Leonard,IND,10,12,82,31,51,821,454,367,943,498,445,0.528,0.0,0.0,0.0,116.0,69.0,47.0,116.0,69.0,47.0,1978,12,0.0,0.0,0.0,0.017
Kevin Loughery,NJN,5,6,82,24,58,416,214,202,447,219,228,0.49,0.0,0.0,0.0,32.0,21.0,11.0,32.0,21.0,11.0,1978,3,0.0,0.0,0.0,0.017
Jack Ramsay,POR,2,10,82,58,24,164,107,57,820,439,381,0.535,6.0,2.0,4.0,25.0,16.0,9.0,64.0,30.0,34.0,1978,66,0.061,0.0,58.0,0.5339999999999999
Doug Moe,SAS,2,2,82,52,30,164,96,68,164,96,68,0.585,6.0,2.0,4.0,8.0,2.0,6.0,8.0,2.0,6.0,1978,27,0.106,0.0,2.0,0.017
Tom Heinsohn,BOS,9,9,34,11,23,690,427,263,690,427,263,0.619,0.0,0.0,0.0,80.0,47.0,33.0,80.0,47.0,33.0,1978,2,0.0,0.0,80.0,0.6819999999999999
Ed Badger,CHI,2,2,82,40,42,164,84,80,164,84,80,0.512,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,1978,5,0.0,0.0,3.0,0.034
Hubie Brown,ATL,2,4,82,41,41,164,72,92,332,176,156,0.53,2.0,0.0,2.0,2.0,0.0,2.0,27.0,17.0,10.0,1978,1,0.432,1.0,0.0,0.017
Bob Kauffman,DET,1,1,58,29,29,58,29,29,58,29,29,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,9,0.0,0.0,0.0,0.0
Bob Hopkins,SEA,1,1,22,5,17,22,5,17,22,5,17,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,21,0.0,0.0,0.0,0.0
Bob Hopkins,SEA,1,1,22,5,17,22,5,17,22,5,17,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,21,0.0,0.0,0.0,0.0
Herb Brown,DET,3,3,24,9,15,146,72,74,146,72,74,0.493,0.0,0.0,0.0,12.0,5.0,7.0,12.0,5.0,7.0,1978,9,0.0,0.0,12.0,0.0
Billy Cunningham,PHI,1,1,76,53,23,76,53,23,76,53,23,0.697,10.0,6.0,4.0,10.0,6.0,4.0,10.0,6.0,4.0,1978,71,0.0,0.0,0.0,0.0
Jerry West,LAL,2,2,82,45,37,164,98,66,164,98,66,0.598,3.0,1.0,2.0,14.0,5.0,9.0,14.0,5.0,9.0,1978,14,0.0,0.0,11.0,0.356
Dick Motta,WSB,2,10,82,44,38,164,92,72,820,448,372,0.546,21.0,14.0,7.0,30.0,18.0,12.0,77.0,36.0,41.0,1978,30,0.0,0.0,56.0,0.6829999999999999
Lenny Wilkens,SEA,4,6,60,42,18,306,163,143,470,238,232,0.506,22.0,13.0,9.0,22.0,13.0,9.0,22.0,13.0,9.0,1978,21,0.295,0.0,44.0,0.869
Cotton Fitzsimmons,BUF,1,7,82,27,55,82,27,55,566,264,302,0.466,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1978,13,0.0,0.0,6.0,0.039
Gene Shue,PHI,5,12,6,2,4,334,157,177,882,448,434,0.508,0.0,0.0,0.0,22.0,11.0,11.0,62.0,25.0,37.0,1978,71,0.0,0.0,62.0,1.036
Willis Reed,NYK,1,1,82,43,39,82,43,39,82,43,39,0.524,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1978,20,0.0,0.0,0.0,0.0
Don Nelson,MIL,2,2,82,44,38,146,71,75,146,71,75,0.486,9.0,5.0,4.0,9.0,5.0,4.0,9.0,5.0,4.0,1978,17,0.03,0.0,0.0,0.0
John MacLeod,PHO,5,5,82,49,33,410,187,223,410,187,223,0.456,2.0,0.0,2.0,21.0,10.0,11.0,21.0,10.0,11.0,1978,24,0.061,0.0,19.0,0.037
Al Attles,GSW,9,9,82,43,39,686,387,299,686,387,299,0.564,0.0,0.0,0.0,61.0,31.0,30.0,61.0,31.0,30.0,1978,10,0.0,0.0,61.0,0.7010000000000001
Phil Johnson,KCK,5,5,37,13,24,341,155,186,341,155,186,0.455,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1978,26,0.0,0.0,6.0,0.406
Lenny Wilkens,SEA,4,6,60,42,18,306,163,143,470,238,232,0.506,22.0,13.0,9.0,22.0,13.0,9.0,22.0,13.0,9.0,1978,21,0.295,0.0,66.0,1.164
Larry Brown,DEN,4,6,82,48,34,332,223,109,500,327,173,0.654,13.0,6.0,7.0,45.0,21.0,24.0,61.0,28.0,33.0,1978,8,0.0,0.0,6.0,0.051
Lenny Wilkens,SEA,4,6,60,42,18,306,163,143,470,238,232,0.506,22.0,13.0,9.0,22.0,13.0,9.0,22.0,13.0,9.0,1978,21,0.295,0.0,22.0,0.5740000000000001
Lenny Wilkens,SEA,4,6,60,42,18,306,163,143,470,238,232,0.506,22.0,13.0,9.0,22.0,13.0,9.0,22.0,13.0,9.0,1978,21,0.295,0.0,0.0,0.279
Tom Sanders,BOS,1,1,48,21,27,48,21,27,48,21,27,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,2,0.0,0.0,0.0,0.0
Bill Fitch,CLE,8,8,82,43,39,656,274,382,656,274,382,0.418,2.0,0.0,2.0,18.0,7.0,11.0,18.0,7.0,11.0,1978,6,0.0,0.0,16.0,0.528
Tom Nissalke,HOU,2,7,82,28,54,164,77,87,449,213,236,0.474,0.0,0.0,0.0,12.0,6.0,6.0,29.0,11.0,18.0,1978,11,0.0,0.0,12.0,0.441
Elgin Baylor,NOJ,3,3,82,39,43,139,60,79,139,60,79,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,29,0.015,0.0,0.0,0.0
Larry Staverman,KCK,1,3,45,18,27,45,18,27,132,58,74,0.439,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1978,26,0.0,0.0,0.0,0.0
Doug Moe,SAS,1,1,82,44,38,82,44,38,82,44,38,0.537,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1977,27,0.017,0.0,0.0,0.0
Tates Locke,BUF,1,1,46,16,30,46,16,30,46,16,30,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,13,0.0,0.0,0.0,0.0
Don Nelson,MIL,1,1,64,27,37,64,27,37,64,27,37,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,17,0.0,0.0,0.0,0.0
Larry Costello,MIL,9,9,18,3,15,674,410,264,674,410,264,0.608,0.0,0.0,0.0,60.0,37.0,23.0,60.0,37.0,23.0,1977,17,0.0,0.0,60.0,0.503
Bill Russell,SEA,4,7,82,40,42,328,162,166,573,324,249,0.565,0.0,0.0,0.0,15.0,6.0,9.0,61.0,34.0,27.0,1977,21,0.0,0.0,106.0,0.22399999999999998
Bill Russell,SEA,4,7,82,40,42,328,162,166,573,324,249,0.565,0.0,0.0,0.0,15.0,6.0,9.0,61.0,34.0,27.0,1977,21,0.0,0.0,106.0,0.22399999999999998
Hubie Brown,ATL,1,3,82,31,51,82,31,51,250,135,115,0.54,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,8.0,1977,1,0.017,0.0,0.0,0.0
Phil Johnson,KCK,4,4,82,40,42,304,142,162,304,142,162,0.467,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1977,26,0.017,0.0,6.0,0.389
Jerry West,LAL,1,1,82,53,29,82,53,29,82,53,29,0.646,11.0,4.0,7.0,11.0,4.0,7.0,11.0,4.0,7.0,1977,14,0.356,0.0,0.0,0.0
Bill Fitch,CLE,7,7,82,43,39,574,231,343,574,231,343,0.402,3.0,1.0,2.0,16.0,7.0,9.0,16.0,7.0,9.0,1977,6,0.0,0.0,13.0,0.528
Slick Leonard,IND,9,11,82,36,46,739,423,316,861,467,394,0.542,0.0,0.0,0.0,116.0,69.0,47.0,116.0,69.0,47.0,1977,12,0.017,0.0,0.0,0.0
Joe Mullaney,BUF,1,8,29,11,18,29,11,18,566,322,244,0.569,0.0,0.0,0.0,0.0,0.0,0.0,78.0,39.0,39.0,1977,13,0.0,0.0,30.0,0.245
Gene Shue,PHI,4,11,82,50,32,328,155,173,876,446,430,0.509,19.0,10.0,9.0,22.0,11.0,11.0,62.0,25.0,37.0,1977,71,0.0,0.0,43.0,1.036
John MacLeod,PHO,4,4,82,34,48,328,138,190,328,138,190,0.421,0.0,0.0,0.0,19.0,10.0,9.0,19.0,10.0,9.0,1977,24,0.0,0.0,19.0,0.037
Dick Motta,WSB,1,9,82,48,34,82,48,34,738,404,334,0.547,9.0,4.0,5.0,9.0,4.0,5.0,56.0,22.0,34.0,1977,30,0.0,0.0,47.0,0.6829999999999999
Al Attles,GSW,8,8,82,46,36,604,344,260,604,344,260,0.57,10.0,5.0,5.0,61.0,31.0,30.0,61.0,31.0,30.0,1977,10,0.0,0.0,51.0,0.7010000000000001
Butch van Breda Kolff,NOJ,3,10,26,14,12,174,74,100,603,287,316,0.476,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,12.0,1977,29,0.0,0.0,33.0,0.208
Elgin Baylor,NOJ,2,2,56,21,35,57,21,36,57,21,36,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,29,0.0,0.0,0.0,0.0
Herb Brown,DET,2,2,82,44,38,122,63,59,122,63,59,0.516,3.0,1.0,2.0,12.0,5.0,7.0,12.0,5.0,7.0,1977,9,0.0,0.0,9.0,0.0
Tom Heinsohn,BOS,8,8,82,44,38,656,416,240,656,416,240,0.634,9.0,5.0,4.0,80.0,47.0,33.0,80.0,47.0,33.0,1977,2,0.017,0.0,71.0,0.6649999999999999
Tom Nissalke,HOU,1,6,82,49,33,82,49,33,367,185,182,0.504,12.0,6.0,6.0,12.0,6.0,6.0,29.0,11.0,18.0,1977,11,0.441,1.0,0.0,0.0
Red Holzman,NYK,10,14,82,40,42,782,466,316,985,549,436,0.557,0.0,0.0,0.0,95.0,54.0,41.0,103.0,58.0,45.0,1977,20,0.0,0.0,103.0,0.561
Larry Brown,DEN,3,5,82,50,32,250,175,75,418,279,139,0.667,6.0,2.0,4.0,32.0,15.0,17.0,48.0,22.0,26.0,1977,8,0.051,0.0,0.0,0.0
Bob MacKinnon,BUF,1,2,7,3,4,7,3,4,91,35,56,0.385,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,1977,13,0.0,0.0,0.0,0.0
Kevin Loughery,NYN,4,5,82,22,60,334,190,144,365,195,170,0.534,0.0,0.0,0.0,32.0,21.0,11.0,32.0,21.0,11.0,1977,3,0.017,0.0,0.0,0.0
Ed Badger,CHI,1,1,82,44,38,82,44,38,82,44,38,0.537,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1977,5,0.034,0.0,0.0,0.0
Jack Ramsay,POR,1,9,82,49,33,82,49,33,738,381,357,0.516,19.0,14.0,5.0,19.0,14.0,5.0,58.0,28.0,30.0,1977,66,0.017,0.0,39.0,0.517
Red Holzman,NYK,9,13,82,38,44,700,426,274,903,509,394,0.564,0.0,0.0,0.0,95.0,54.0,41.0,103.0,58.0,45.0,1976,20,0.0,0.0,103.0,0.561
Cotton Fitzsimmons,ATL,4,6,74,28,46,320,140,180,484,237,247,0.49,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1976,1,0.0,0.0,6.0,0.039
John MacLeod,PHO,3,3,82,42,40,246,104,142,246,104,142,0.423,19.0,10.0,9.0,19.0,10.0,9.0,19.0,10.0,9.0,1976,24,0.037,0.0,0.0,0.0
Dick Motta,CHI,8,8,82,24,58,656,356,300,656,356,300,0.543,0.0,0.0,0.0,47.0,18.0,29.0,47.0,18.0,29.0,1976,5,0.0,0.0,47.0,0.6829999999999999
Bill Sharman,LAL,5,10,82,40,42,410,246,164,819,466,353,0.569,0.0,0.0,0.0,37.0,22.0,15.0,97.0,57.0,40.0,1976,14,0.0,0.0,62.0,0.95
Jack Ramsay,BUF,4,8,82,46,36,328,158,170,656,332,324,0.506,9.0,4.0,5.0,22.0,9.0,13.0,39.0,14.0,25.0,1976,13,0.0,0.0,30.0,0.517
Bill Russell,SEA,3,6,82,43,39,246,122,124,491,284,207,0.578,6.0,2.0,4.0,15.0,6.0,9.0,61.0,34.0,27.0,1976,21,0.037,0.0,88.0,0.11299999999999999
Butch van Breda Kolff,NOJ,2,9,82,38,44,148,60,88,577,273,304,0.473,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,12.0,1976,29,0.037,0.0,33.0,0.17099999999999999
Ray Scott,DET,4,4,42,17,25,281,147,134,281,147,134,0.523,0.0,0.0,0.0,10.0,4.0,6.0,10.0,4.0,6.0,1976,9,0.0,0.0,10.0,0.647
Larry Costello,MIL,8,8,82,38,44,656,407,249,656,407,249,0.62,3.0,1.0,2.0,60.0,37.0,23.0,60.0,37.0,23.0,1976,17,0.019,0.0,57.0,0.484
K.C. Jones,WSB,3,4,82,48,34,246,155,91,330,185,145,0.561,7.0,3.0,4.0,31.0,14.0,17.0,35.0,14.0,21.0,1976,30,0.0,0.0,24.0,0.113
Johnny Egan,HOU,4,4,82,40,42,281,129,152,281,129,152,0.459,0.0,0.0,0.0,8.0,3.0,5.0,8.0,3.0,5.0,1976,11,0.0,0.0,8.0,0.056
Bill Russell,SEA,3,6,82,43,39,246,122,124,491,284,207,0.578,6.0,2.0,4.0,15.0,6.0,9.0,61.0,34.0,27.0,1976,21,0.037,0.0,94.0,0.15
Bill Russell,SEA,3,6,82,43,39,246,122,124,491,284,207,0.578,6.0,2.0,4.0,15.0,6.0,9.0,61.0,34.0,27.0,1976,21,0.037,0.0,100.0,0.187
Bill Russell,SEA,3,6,82,43,39,246,122,124,491,284,207,0.578,6.0,2.0,4.0,15.0,6.0,9.0,61.0,34.0,27.0,1976,21,0.037,0.0,82.0,0.076
Al Attles,GSW,7,7,82,59,23,522,298,224,522,298,224,0.571,13.0,7.0,6.0,51.0,26.0,25.0,51.0,26.0,25.0,1976,10,0.398,0.0,38.0,0.303
Herb Brown,DET,1,1,40,19,21,40,19,21,40,19,21,0.475,9.0,4.0,5.0,9.0,4.0,5.0,9.0,4.0,5.0,1976,9,0.0,0.0,0.0,0.0
Phil Johnson,KCK,3,3,82,31,51,222,102,120,222,102,120,0.459,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1976,26,0.0,0.0,6.0,0.389
Tom Heinsohn,BOS,7,7,82,54,28,574,372,202,574,372,202,0.648,18.0,12.0,6.0,71.0,42.0,29.0,71.0,42.0,29.0,1976,2,0.0,0.0,53.0,0.6649999999999999
Gene Tormohlen,ATL,1,1,8,1,7,8,1,7,8,1,7,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,1,0.0,0.0,0.0,0.0
Lenny Wilkens,POR,2,5,82,37,45,164,75,89,410,196,214,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,66,0.0,0.0,0.0,0.279
Bill Fitch,CLE,6,6,82,49,33,492,188,304,492,188,304,0.382,13.0,6.0,7.0,13.0,6.0,7.0,13.0,6.0,7.0,1976,6,0.454,1.0,0.0,0.074
Gene Shue,PHI,3,10,82,46,36,246,105,141,794,396,398,0.499,3.0,1.0,2.0,3.0,1.0,2.0,43.0,15.0,28.0,1976,71,0.019,0.0,40.0,1.017
Al Attles,GSW,6,6,82,48,34,440,239,201,440,239,201,0.543,17.0,12.0,5.0,38.0,19.0,19.0,38.0,19.0,19.0,1975,10,0.185,0.0,21.0,0.118
Dick Motta,CHI,7,7,82,47,35,574,332,242,574,332,242,0.578,13.0,7.0,6.0,47.0,18.0,29.0,47.0,18.0,29.0,1975,5,0.0,0.0,34.0,0.6829999999999999
Lenny Wilkens,POR,1,4,82,38,44,82,38,44,328,159,169,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,66,0.019,0.0,0.0,0.26
John MacLeod,PHO,2,2,82,32,50,164,62,102,164,62,102,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,24,0.0,0.0,0.0,0.0
Larry Costello,MIL,7,7,82,38,44,574,369,205,574,369,205,0.643,0.0,0.0,0.0,57.0,36.0,21.0,57.0,36.0,21.0,1975,17,0.0,0.0,57.0,0.484
Scotty Robertson,NOJ,1,1,15,1,14,15,1,14,15,1,14,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,29,0.0,0.0,0.0,0.0
Elgin Baylor,NOJ,1,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,29,0.0,0.0,0.0,0.0
Johnny Egan,HOU,3,3,82,41,41,199,89,110,199,89,110,0.447,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,1975,11,0.056,0.0,0.0,0.0
Cotton Fitzsimmons,ATL,3,5,82,31,51,246,112,134,410,209,201,0.51,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,1975,1,0.0,0.0,6.0,0.039
