Coach,Tm,sea_w/franc_count,sea_overall_count,rs_curr_sea_G,rs_curr_sea_W,rs_curr_sea_L,rs_w/franc_G,rs_w/franc_W,rs_w/franc_L,rs_career_G,rs_career_W,rs_career_L,rs_career_W%,po_curr_sea_G,po_curr_sea_W,po_curr_sea_L,po_w/franc_G,po_w/franc_W,po_w/franc_L,po_career_G,po_career_W,po_career_L,season,team_id,coy_share,won_coy,sum_coach_playoff_games,sum_coy_shares
Bob Weiss,ATL,1,3,82,43,39,82,43,39,246,102,144,0.415,5.0,2.0,3.0,5.0,2.0,3.0,8.0,2.0,6.0,1991,1,0.0,0.0,3.0,0.0
Stu Jackson,NYK,2,2,15,7,8,97,52,45,97,52,45,0.536,0.0,0.0,0.0,10.0,4.0,6.0,10.0,4.0,6.0,1991,20,0.0,0.0,10.0,0.0
Bill Fitch,NJN,2,20,82,26,56,164,43,121,1640,805,835,0.491,0.0,0.0,0.0,0.0,0.0,0.0,102.0,54.0,48.0,1991,3,0.0,0.0,102.0,1.103
Dick Versace,IND,3,3,25,9,16,160,73,87,160,73,87,0.456,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1991,12,0.0,0.0,3.0,0.0
Jim Lynam,PHI,4,6,82,44,38,285,159,126,428,211,217,0.493,8.0,4.0,4.0,21.0,8.0,13.0,21.0,8.0,13.0,1991,71,0.0,0.0,13.0,0.158
Mike Dunleavy,LAL,1,1,82,58,24,82,58,24,82,58,24,0.707,19.0,12.0,7.0,19.0,12.0,7.0,19.0,12.0,7.0,1991,14,0.0,0.0,0.0,0.0
K.C. Jones,SEA,1,10,82,41,41,82,41,41,822,534,288,0.65,5.0,2.0,3.0,5.0,2.0,3.0,142.0,81.0,61.0,1991,21,0.0,0.0,133.0,0.306
Richie Adubato,DAL,2,3,82,28,54,153,70,83,223,82,141,0.368,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1991,7,0.0,0.0,3.0,0.0
Dick Motta,SAC,2,21,82,25,57,136,41,95,1694,849,845,0.501,0.0,0.0,0.0,0.0,0.0,0.0,126.0,56.0,70.0,1991,26,0.0,0.0,126.0,0.818
Rick Adelman,POR,3,3,82,63,19,199,136,63,199,136,63,0.683,16.0,9.0,7.0,40.0,21.0,19.0,40.0,21.0,19.0,1991,66,0.115,0.0,24.0,0.136
John MacLeod,NYK,1,18,67,32,35,67,32,35,1364,707,657,0.518,3.0,0.0,3.0,3.0,0.0,3.0,101.0,47.0,54.0,1991,20,0.0,0.0,98.0,0.185
Don Chaney,HOU,3,6,82,52,30,246,138,108,431,191,240,0.443,3.0,0.0,3.0,11.0,2.0,9.0,11.0,2.0,9.0,1991,11,0.719,1.0,8.0,0.0
Del Harris,MIL,4,8,82,48,34,328,183,145,656,324,332,0.494,3.0,0.0,3.0,21.0,6.0,15.0,52.0,21.0,31.0,1991,17,0.021,0.0,49.0,0.037
Don Nelson,GSW,3,14,82,44,38,246,124,122,1130,664,466,0.588,9.0,4.0,5.0,17.0,8.0,9.0,105.0,50.0,55.0,1991,10,0.0,0.0,96.0,1.33
Wes Unseld,WSB,4,4,82,30,52,301,131,170,301,131,170,0.435,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,1991,30,0.0,0.0,5.0,0.047
Larry Brown,SAS,3,12,82,55,27,246,132,114,957,578,379,0.604,4.0,1.0,3.0,14.0,7.0,7.0,77.0,35.0,42.0,1991,27,0.021,0.0,31.0,0.245
Matt Guokas,ORL,2,5,82,31,51,164,49,115,371,168,203,0.453,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,1991,22,0.0,0.0,17.0,0.0
K.C. Jones,SEA,1,10,82,41,41,82,41,41,822,534,288,0.65,5.0,2.0,3.0,5.0,2.0,3.0,142.0,81.0,61.0,1991,21,0.0,0.0,138.0,0.306
Phil Jackson,CHI,2,2,82,61,21,164,116,48,164,116,48,0.707,17.0,15.0,2.0,33.0,25.0,8.0,33.0,25.0,8.0,1991,5,0.042,0.0,16.0,0.011
Cotton Fitzsimmons,PHO,5,18,82,55,27,410,261,149,1468,752,716,0.512,4.0,1.0,3.0,32.0,17.0,15.0,72.0,30.0,42.0,1991,24,0.0,0.0,68.0,1.263
Ron Rothstein,MIA,3,3,82,24,58,246,57,189,246,57,189,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991,16,0.0,0.0,0.0,0.0
Paul Westhead,DEN,1,5,82,20,62,82,20,62,325,159,166,0.489,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,6.0,1991,8,0.0,0.0,19.0,0.0
Chuck Daly,DET,8,9,82,50,32,656,419,237,697,428,269,0.614,15.0,7.0,8.0,108.0,69.0,39.0,108.0,69.0,39.0,1991,9,0.01,0.0,93.0,0.309
Gene Littles,CHH,2,3,82,26,56,124,37,87,139,41,98,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991,4,0.0,0.0,0.0,0.0
Chris Ford,BOS,1,1,82,56,26,82,56,26,82,56,26,0.683,11.0,5.0,6.0,11.0,5.0,6.0,11.0,5.0,6.0,1991,2,0.073,0.0,0.0,0.0
Jerry Sloan,UTA,3,6,82,54,28,229,149,80,444,243,201,0.547,9.0,4.0,5.0,17.0,6.0,11.0,23.0,8.0,15.0,1991,29,0.0,0.0,14.0,0.043
Wes Unseld,WSB,3,3,82,31,51,219,101,118,219,101,118,0.461,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,1990,30,0.0,0.0,5.0,0.047
Bernie Bickerstaff,SEA,5,5,82,41,41,410,202,208,410,202,208,0.493,0.0,0.0,0.0,27.0,12.0,15.0,27.0,12.0,15.0,1990,21,0.0,0.0,82.0,0.256
Bernie Bickerstaff,SEA,5,5,82,41,41,410,202,208,410,202,208,0.493,0.0,0.0,0.0,27.0,12.0,15.0,27.0,12.0,15.0,1990,21,0.0,0.0,82.0,0.256
Bill Fitch,NJN,1,19,82,17,65,82,17,65,1558,779,779,0.5,0.0,0.0,0.0,0.0,0.0,0.0,102.0,54.0,48.0,1990,3,0.0,0.0,102.0,1.103
John MacLeod,DAL,3,17,11,5,6,175,96,79,1297,675,622,0.52,0.0,0.0,0.0,17.0,10.0,7.0,98.0,47.0,51.0,1990,7,0.0,0.0,98.0,0.185
Lenny Wilkens,CLE,4,17,82,42,40,328,172,156,1372,725,647,0.528,5.0,2.0,3.0,15.0,6.0,9.0,84.0,43.0,41.0,1990,6,0.0,0.0,260.0,2.082
Bill Musselman,MIN,1,4,82,22,60,82,22,60,213,56,157,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,18,0.022,0.0,0.0,0.0
Dick Versace,IND,2,2,82,42,40,135,64,71,135,64,71,0.474,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1990,12,0.0,0.0,0.0,0.0
Jerry Reynolds,SAC,4,4,28,7,21,170,56,114,170,56,114,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,26,0.0,0.0,0.0,0.0
Jerry Sloan,UTA,2,5,82,55,27,147,95,52,362,189,173,0.522,5.0,2.0,3.0,8.0,2.0,6.0,14.0,4.0,10.0,1990,29,0.0,0.0,9.0,0.043
Pat Riley,LAL,9,9,82,63,19,727,533,194,727,533,194,0.733,9.0,4.0,5.0,149.0,102.0,47.0,149.0,102.0,47.0,1990,14,0.565,1.0,140.0,0.453
Gene Littles,CHH,1,2,42,11,31,42,11,31,57,15,42,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,4,0.0,0.0,0.0,0.0
Jim Lynam,PHI,3,5,82,53,29,203,115,88,346,167,179,0.483,10.0,4.0,6.0,13.0,4.0,9.0,13.0,4.0,9.0,1990,71,0.158,0.0,3.0,0.0
Jimmy Rodgers,BOS,2,2,82,52,30,164,94,70,164,94,70,0.573,5.0,2.0,3.0,8.0,2.0,6.0,8.0,2.0,6.0,1990,2,0.0,0.0,3.0,0.0
Phil Jackson,CHI,1,1,82,55,27,82,55,27,82,55,27,0.671,16.0,10.0,6.0,16.0,10.0,6.0,16.0,10.0,6.0,1990,5,0.011,0.0,0.0,0.0
Doug Moe,DEN,10,14,82,43,39,789,432,357,1101,609,492,0.553,3.0,0.0,3.0,61.0,24.0,37.0,83.0,33.0,50.0,1990,8,0.0,0.0,80.0,1.081
Don Nelson,GSW,2,13,82,37,45,164,80,84,1048,620,428,0.592,0.0,0.0,0.0,8.0,4.0,4.0,96.0,46.0,50.0,1990,10,0.0,0.0,96.0,1.33
Don Chaney,HOU,2,5,82,41,41,164,86,78,349,139,210,0.398,4.0,1.0,3.0,8.0,2.0,6.0,8.0,2.0,6.0,1990,11,0.0,0.0,4.0,0.0
Don Casey,LAC,2,2,82,30,52,126,41,85,126,41,85,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,13,0.0,0.0,0.0,0.0
Stu Jackson,NYK,1,1,82,45,37,82,45,37,82,45,37,0.549,10.0,4.0,6.0,10.0,4.0,6.0,10.0,4.0,6.0,1990,20,0.0,0.0,0.0,0.0
Richie Adubato,DAL,1,2,71,42,29,71,42,29,141,54,87,0.383,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1990,7,0.0,0.0,0.0,0.0
Cotton Fitzsimmons,PHO,4,17,82,54,28,328,206,122,1386,697,689,0.503,16.0,9.0,7.0,28.0,16.0,12.0,68.0,29.0,39.0,1990,24,0.0,0.0,52.0,1.263
Ron Rothstein,MIA,2,2,82,18,64,164,33,131,164,33,131,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,16,0.0,0.0,0.0,0.0
Dick Motta,SAC,1,20,54,16,38,54,16,38,1612,824,788,0.511,0.0,0.0,0.0,0.0,0.0,0.0,126.0,56.0,70.0,1990,26,0.0,0.0,126.0,0.818
Mike Fratello,ATL,8,8,82,41,41,577,324,253,577,324,253,0.562,0.0,0.0,0.0,40.0,18.0,22.0,40.0,18.0,22.0,1990,1,0.0,0.0,40.0,0.8200000000000001
Larry Brown,SAS,2,11,82,56,26,164,77,87,875,523,352,0.598,10.0,6.0,4.0,10.0,6.0,4.0,73.0,34.0,39.0,1990,27,0.043,0.0,21.0,0.202
Dick Harter,CHH,2,2,40,8,32,122,28,94,122,28,94,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,4,0.0,0.0,0.0,0.0
Del Harris,MIL,3,7,82,44,38,246,135,111,574,276,298,0.481,4.0,1.0,3.0,18.0,6.0,12.0,49.0,21.0,28.0,1990,17,0.011,0.0,45.0,0.026000000000000002
Matt Guokas,ORL,1,4,82,18,64,82,18,64,289,137,152,0.474,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,1990,22,0.0,0.0,17.0,0.0
Rick Adelman,POR,2,2,82,59,23,117,73,44,117,73,44,0.624,21.0,12.0,9.0,24.0,12.0,12.0,24.0,12.0,12.0,1990,66,0.136,0.0,3.0,0.0
Chuck Daly,DET,7,8,82,59,23,574,369,205,615,378,237,0.615,20.0,15.0,5.0,93.0,62.0,31.0,93.0,62.0,31.0,1990,9,0.054,0.0,73.0,0.255
Mike Schuler,POR,3,3,47,25,22,211,127,84,211,127,84,0.602,0.0,0.0,0.0,8.0,2.0,6.0,8.0,2.0,6.0,1989,66,0.0,0.0,8.0,0.448
Pat Riley,LAL,8,8,82,57,25,645,470,175,645,470,175,0.729,15.0,11.0,4.0,140.0,98.0,42.0,140.0,98.0,42.0,1989,14,0.012,0.0,125.0,0.441
Rick Adelman,POR,1,1,35,14,21,35,14,21,35,14,21,0.4,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1989,66,0.0,0.0,0.0,0.0
Ron Rothstein,MIA,1,1,82,15,67,82,15,67,82,15,67,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,16,0.0,0.0,0.0,0.0
Rick Pitino,NYK,2,2,82,52,30,164,90,74,164,90,74,0.549,9.0,5.0,4.0,13.0,6.0,7.0,13.0,6.0,7.0,1989,20,0.024,0.0,4.0,0.025
Lenny Wilkens,CLE,3,16,82,57,25,246,130,116,1290,683,607,0.529,5.0,2.0,3.0,10.0,4.0,6.0,79.0,41.0,38.0,1989,6,0.106,0.0,255.0,1.976
Wes Unseld,WSB,2,2,82,40,42,137,70,67,137,70,67,0.511,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,1989,30,0.047,0.0,5.0,0.0
Mel Daniels,IND,1,1,2,0,2,2,0,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,12,0.0,0.0,0.0,0.0
Mike Fratello,ATL,7,7,82,52,30,495,283,212,495,283,212,0.572,5.0,2.0,3.0,40.0,18.0,22.0,40.0,18.0,22.0,1989,1,0.0,0.0,35.0,0.8200000000000001
Willis Reed,NJN,2,4,82,26,56,110,33,77,206,82,124,0.398,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1989,3,0.0,0.0,6.0,0.0
Dick Versace,IND,1,1,53,22,31,53,22,31,53,22,31,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,12,0.0,0.0,0.0,0.0
Jerry Sloan,UTA,1,4,65,40,25,65,40,25,280,134,146,0.479,3.0,0.0,3.0,3.0,0.0,3.0,9.0,2.0,7.0,1989,29,0.0,0.0,6.0,0.043
Don Chaney,HOU,1,4,82,45,37,82,45,37,267,98,169,0.367,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,1989,11,0.0,0.0,0.0,0.0
Jack Ramsay,IND,3,21,7,0,7,171,79,92,1647,864,783,0.525,0.0,0.0,0.0,4.0,1.0,3.0,102.0,44.0,58.0,1989,12,0.0,0.0,102.0,0.772
Don Nelson,GSW,1,12,82,43,39,82,43,39,966,583,383,0.604,8.0,4.0,4.0,8.0,4.0,4.0,96.0,46.0,50.0,1989,10,0.312,0.0,88.0,1.018
Doug Collins,CHI,3,3,82,47,35,246,137,109,246,137,109,0.557,17.0,9.0,8.0,30.0,13.0,17.0,30.0,13.0,17.0,1989,5,0.0,0.0,13.0,0.14
George Irvine,IND,3,3,20,6,14,184,54,130,184,54,130,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,12,0.0,0.0,0.0,0.0
Larry Brown,SAS,1,10,82,21,61,82,21,61,793,467,326,0.589,0.0,0.0,0.0,0.0,0.0,0.0,63.0,28.0,35.0,1989,27,0.0,0.0,21.0,0.202
Jerry Reynolds,SAC,3,3,82,27,55,142,49,93,142,49,93,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,26,0.0,0.0,0.0,0.0
John MacLeod,DAL,2,16,82,38,44,164,91,73,1286,670,616,0.521,0.0,0.0,0.0,17.0,10.0,7.0,98.0,47.0,51.0,1989,7,0.0,0.0,98.0,0.185
Gene Shue,LAC,4,22,38,10,28,284,105,179,1645,784,861,0.477,0.0,0.0,0.0,0.0,0.0,0.0,77.0,30.0,47.0,1989,13,0.0,0.0,77.0,1.696
Don Casey,LAC,1,1,44,11,33,44,11,33,44,11,33,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,13,0.0,0.0,0.0,0.0
Bernie Bickerstaff,SEA,4,4,82,47,35,328,161,167,328,161,167,0.491,8.0,3.0,5.0,27.0,12.0,15.0,27.0,12.0,15.0,1989,21,0.0,0.0,66.0,0.256
Bernie Bickerstaff,SEA,4,4,82,47,35,328,161,167,328,161,167,0.491,8.0,3.0,5.0,27.0,12.0,15.0,27.0,12.0,15.0,1989,21,0.0,0.0,74.0,0.256
Jim Lynam,PHI,2,4,82,46,36,121,62,59,264,114,150,0.432,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1989,71,0.0,0.0,0.0,0.0
Jimmy Rodgers,BOS,1,1,82,42,40,82,42,40,82,42,40,0.512,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1989,2,0.0,0.0,0.0,0.0
Frank Layden,UTA,8,8,17,11,6,571,277,294,571,277,294,0.485,0.0,0.0,0.0,41.0,18.0,23.0,41.0,18.0,23.0,1989,29,0.0,0.0,41.0,0.711
Chuck Daly,DET,6,7,82,63,19,492,310,182,533,319,214,0.598,17.0,15.0,2.0,73.0,47.0,26.0,73.0,47.0,26.0,1989,9,0.059,0.0,56.0,0.196
Dick Harter,CHH,1,1,82,20,62,82,20,62,82,20,62,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,4,0.0,0.0,0.0,0.0
Del Harris,MIL,2,6,82,49,33,164,91,73,492,232,260,0.472,9.0,3.0,6.0,14.0,5.0,9.0,45.0,20.0,25.0,1989,17,0.012,0.0,36.0,0.014
Doug Moe,DEN,9,13,82,44,38,707,389,318,1019,566,453,0.555,3.0,0.0,3.0,58.0,24.0,34.0,80.0,33.0,47.0,1989,8,0.0,0.0,77.0,1.081
Cotton Fitzsimmons,PHO,3,16,82,55,27,246,152,94,1304,643,661,0.493,12.0,7.0,5.0,12.0,7.0,5.0,52.0,20.0,32.0,1989,24,0.429,1.0,40.0,0.834
Bill Russell,SAC,1,8,58,17,41,58,17,41,631,341,290,0.54,0.0,0.0,0.0,0.0,0.0,0.0,61.0,34.0,27.0,1988,26,0.0,0.0,106.0,0.22399999999999998
Doug Collins,CHI,2,2,82,50,32,164,90,74,164,90,74,0.549,10.0,4.0,6.0,13.0,4.0,9.0,13.0,4.0,9.0,1988,5,0.063,0.0,3.0,0.077
Mike Schuler,POR,2,2,82,53,29,164,102,62,164,102,62,0.622,4.0,1.0,3.0,8.0,2.0,6.0,8.0,2.0,6.0,1988,66,0.063,0.0,4.0,0.385
Kevin Loughery,WSB,3,16,27,8,19,122,57,65,1096,509,587,0.464,0.0,0.0,0.0,8.0,2.0,6.0,51.0,25.0,26.0,1988,30,0.0,0.0,19.0,0.032
Mike Fratello,ATL,6,6,82,50,32,413,231,182,413,231,182,0.559,12.0,6.0,6.0,35.0,16.0,19.0,35.0,16.0,19.0,1988,1,0.0,0.0,23.0,0.8200000000000001
Del Harris,MIL,1,5,82,42,40,82,42,40,410,183,227,0.446,5.0,2.0,3.0,5.0,2.0,3.0,36.0,17.0,19.0,1988,17,0.0,0.0,31.0,0.014
K.C. Jones,BOS,5,9,82,57,25,410,308,102,740,493,247,0.666,17.0,9.0,8.0,102.0,65.0,37.0,137.0,79.0,58.0,1988,2,0.013,0.0,116.0,0.293
Matt Guokas,PHI,3,3,43,20,23,207,119,88,207,119,88,0.575,0.0,0.0,0.0,17.0,8.0,9.0,17.0,8.0,9.0,1988,71,0.0,0.0,17.0,0.0
Jack Ramsay,IND,2,20,82,38,44,164,79,85,1640,864,776,0.527,0.0,0.0,0.0,4.0,1.0,3.0,102.0,44.0,58.0,1988,12,0.0,0.0,102.0,0.772
Bob MacKinnon,NJN,2,4,39,10,29,86,22,64,177,57,120,0.322,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,1988,3,0.0,0.0,0.0,0.0
Bob Weiss,SAS,2,2,82,31,51,164,59,105,164,59,105,0.36,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1988,27,0.0,0.0,0.0,0.0
Jerry Reynolds,SAC,2,2,24,7,17,60,22,38,60,22,38,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988,26,0.0,0.0,0.0,0.0
John Wetzel,PHO,1,1,82,28,54,82,28,54,82,28,54,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988,24,0.0,0.0,0.0,0.0
John MacLeod,DAL,1,15,82,53,29,82,53,29,1204,632,572,0.525,17.0,10.0,7.0,17.0,10.0,7.0,98.0,47.0,51.0,1988,7,0.0,0.0,81.0,0.185
Jim Lynam,PHI,1,3,39,16,23,39,16,23,182,68,114,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988,71,0.0,0.0,0.0,0.0
Chuck Daly,DET,5,6,82,54,28,410,247,163,451,256,195,0.568,23.0,14.0,9.0,56.0,32.0,24.0,56.0,32.0,24.0,1988,9,0.0,0.0,33.0,0.196
Dave Wohl,NJN,3,3,15,2,13,179,65,114,179,65,114,0.363,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1988,3,0.0,0.0,3.0,0.0
Bill Fitch,HOU,5,18,82,46,36,410,216,194,1476,762,714,0.516,4.0,1.0,3.0,39.0,21.0,18.0,102.0,54.0,48.0,1988,11,0.0,0.0,98.0,1.103
Rick Pitino,NYK,1,1,82,38,44,82,38,44,82,38,44,0.463,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,1988,20,0.025,0.0,0.0,0.0
Gene Shue,LAC,3,21,82,17,65,246,95,151,1607,774,833,0.482,0.0,0.0,0.0,0.0,0.0,0.0,77.0,30.0,47.0,1988,13,0.0,0.0,77.0,1.696
Bernie Bickerstaff,SEA,3,3,82,44,38,246,114,132,246,114,132,0.463,5.0,2.0,3.0,19.0,9.0,10.0,19.0,9.0,10.0,1988,21,0.0,0.0,56.0,0.256
Wes Unseld,WSB,1,1,55,30,25,55,30,25,55,30,25,0.545,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1988,30,0.0,0.0,0.0,0.0
Willis Reed,NJN,1,3,28,7,21,28,7,21,124,56,68,0.452,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1988,3,0.0,0.0,6.0,0.0
Doug Moe,DEN,8,12,82,54,28,625,345,280,937,522,415,0.557,11.0,5.0,6.0,55.0,24.0,31.0,77.0,33.0,44.0,1988,8,0.513,1.0,66.0,0.568
Ed Gregory,GSW,1,1,18,4,14,18,4,14,18,4,14,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988,10,0.0,0.0,0.0,0.0
George Karl,GSW,2,4,64,16,48,146,58,88,295,119,176,0.403,0.0,0.0,0.0,10.0,4.0,6.0,14.0,5.0,9.0,1988,10,0.0,0.0,14.0,0.321
Bernie Bickerstaff,SEA,3,3,82,44,38,246,114,132,246,114,132,0.463,5.0,2.0,3.0,19.0,9.0,10.0,19.0,9.0,10.0,1988,21,0.0,0.0,61.0,0.256
Lenny Wilkens,CLE,2,15,82,42,40,164,73,91,1208,626,582,0.518,5.0,2.0,3.0,5.0,2.0,3.0,74.0,39.0,35.0,1988,6,0.013,0.0,250.0,1.963
Frank Layden,UTA,7,7,82,47,35,554,266,288,554,266,288,0.48,11.0,6.0,5.0,41.0,18.0,23.0,41.0,18.0,23.0,1988,29,0.0,0.0,30.0,0.711
Pat Riley,LAL,7,7,82,62,20,563,413,150,563,413,150,0.734,24.0,15.0,9.0,125.0,87.0,38.0,125.0,87.0,38.0,1988,14,0.313,0.0,101.0,0.128
Dick Motta,DAL,7,19,82,55,27,574,267,307,1558,808,750,0.519,4.0,1.0,3.0,28.0,11.0,17.0,126.0,56.0,70.0,1987,7,0.038,0.0,122.0,0.7799999999999999
Mike Fratello,ATL,5,5,82,57,25,331,181,150,331,181,150,0.547,9.0,4.0,5.0,23.0,10.0,13.0,23.0,10.0,13.0,1987,1,0.051,0.0,14.0,0.769
John MacLeod,PHO,14,14,56,22,34,1122,579,543,1122,579,543,0.516,0.0,0.0,0.0,81.0,37.0,44.0,81.0,37.0,44.0,1987,24,0.0,0.0,81.0,0.185
Bernie Bickerstaff,SEA,2,2,82,39,43,164,70,94,164,70,94,0.427,14.0,7.0,7.0,14.0,7.0,7.0,14.0,7.0,7.0,1987,21,0.064,0.0,42.0,0.192
Bernie Bickerstaff,SEA,2,2,82,39,43,164,70,94,164,70,94,0.427,14.0,7.0,7.0,14.0,7.0,7.0,14.0,7.0,7.0,1987,21,0.064,0.0,28.0,0.128
K.C. Jones,BOS,4,8,82,59,23,328,251,77,658,436,222,0.663,23.0,13.0,10.0,85.0,56.0,29.0,120.0,70.0,50.0,1987,2,0.013,0.0,93.0,0.28
Frank Layden,UTA,6,6,82,44,38,472,219,253,472,219,253,0.464,5.0,2.0,3.0,30.0,12.0,18.0,30.0,12.0,18.0,1987,29,0.0,0.0,25.0,0.711
Don Chaney,LAC,3,3,82,12,70,185,53,132,185,53,132,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987,13,0.0,0.0,0.0,0.0
Bernie Bickerstaff,SEA,2,2,82,39,43,164,70,94,164,70,94,0.427,14.0,7.0,7.0,14.0,7.0,7.0,14.0,7.0,7.0,1987,21,0.064,0.0,14.0,0.064
Lenny Wilkens,CLE,1,14,82,31,51,82,31,51,1126,584,542,0.519,0.0,0.0,0.0,0.0,0.0,0.0,69.0,37.0,32.0,1987,6,0.0,0.0,250.0,1.963
Dick Van Arsdale,PHO,1,1,26,14,12,26,14,12,26,14,12,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987,24,0.0,0.0,0.0,0.0
Jack Ramsay,IND,1,19,82,41,41,82,41,41,1558,826,732,0.53,4.0,1.0,3.0,4.0,1.0,3.0,102.0,44.0,58.0,1987,12,0.083,0.0,98.0,0.689
Bernie Bickerstaff,SEA,2,2,82,39,43,164,70,94,164,70,94,0.427,14.0,7.0,7.0,14.0,7.0,7.0,14.0,7.0,7.0,1987,21,0.064,0.0,0.0,0.0
Jerry Reynolds,SAC,1,1,36,15,21,36,15,21,36,15,21,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987,26,0.0,0.0,0.0,0.0
Matt Guokas,PHI,2,2,82,45,37,164,99,65,164,99,65,0.604,5.0,2.0,3.0,17.0,8.0,9.0,17.0,8.0,9.0,1987,71,0.0,0.0,12.0,0.0
Bob Weiss,SAS,1,1,82,28,54,82,28,54,82,28,54,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987,27,0.0,0.0,0.0,0.0
George Karl,GSW,1,3,82,42,40,82,42,40,231,103,128,0.446,10.0,4.0,6.0,10.0,4.0,6.0,14.0,5.0,9.0,1987,10,0.122,0.0,4.0,0.199
Doug Collins,CHI,1,1,82,40,42,82,40,42,82,40,42,0.488,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1987,5,0.077,0.0,0.0,0.0
Doug Moe,DEN,7,11,82,37,45,543,291,252,855,468,387,0.547,3.0,0.0,3.0,44.0,19.0,25.0,66.0,28.0,38.0,1987,8,0.0,0.0,63.0,0.568
Bill Fitch,HOU,4,17,82,42,40,328,170,158,1394,716,678,0.514,10.0,5.0,5.0,35.0,20.0,15.0,98.0,53.0,45.0,1987,11,0.0,0.0,88.0,1.103
Dave Wohl,NJN,2,2,82,24,58,164,63,101,164,63,101,0.384,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1987,3,0.0,0.0,3.0,0.0
Hubie Brown,NYK,5,12,16,4,12,344,142,202,919,445,474,0.484,0.0,0.0,0.0,18.0,8.0,10.0,59.0,31.0,28.0,1987,20,0.0,0.0,34.0,0.847
Pat Riley,LAL,6,6,82,65,17,481,351,130,481,351,130,0.73,18.0,15.0,3.0,101.0,72.0,29.0,101.0,72.0,29.0,1987,14,0.115,0.0,83.0,0.013
Mike Schuler,POR,1,1,82,49,33,82,49,33,82,49,33,0.598,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,1987,66,0.385,1.0,0.0,0.0
Phil Johnson,SAC,8,9,46,14,32,542,236,306,543,236,307,0.435,0.0,0.0,0.0,9.0,2.0,7.0,9.0,2.0,7.0,1987,26,0.0,0.0,9.0,0.41900000000000004
